nw time nodes chromosome iteration
93 13695 2000 20000 10
94 13751 2000 20000 10
95 13443 2000 20000 10
96 13823 2000 20000 10
97 13890 2000 20000 10
98 13516 2000 20000 10
99 13329 2000 20000 10
100 13284 2000 20000 10
101 13241 2000 20000 10
102 13263 2000 20000 10
103 13306 2000 20000 10
104 13107 2000 20000 10
105 12994 2000 20000 10
106 12861 2000 20000 10
107 13240 2000 20000 10
108 13055 2000 20000 10
109 13068 2000 20000 10
110 12663 2000 20000 10
111 12695 2000 20000 10
112 12365 2000 20000 10
113 12295 2000 20000 10
114 12254 2000 20000 10
115 12304 2000 20000 10
116 12339 2000 20000 10
117 12208 2000 20000 10
118 12442 2000 20000 10
119 12307 2000 20000 10
120 12108 2000 20000 10
121 12067 2000 20000 10
122 11888 2000 20000 10
123 11874 2000 20000 10
124 11827 2000 20000 10
125 12580 2000 20000 10
126 12306 2000 20000 10
127 11866 2000 20000 10
128 11758 2000 20000 10
129 12366 2000 20000 10
130 12244 2000 20000 10
131 12350 2000 20000 10
132 12311 2000 20000 10
133 12120 2000 20000 10
134 12192 2000 20000 10
135 12266 2000 20000 10
136 12134 2000 20000 10
137 12278 2000 20000 10
138 12117 2000 20000 10
139 12129 2000 20000 10
140 12000 2000 20000 10
141 11781 2000 20000 10
142 12026 2000 20000 10
143 11712 2000 20000 10
144 11765 2000 20000 10
145 12012 2000 20000 10
146 11856 2000 20000 10
147 11927 2000 20000 10
148 11934 2000 20000 10
149 11776 2000 20000 10
150 11578 2000 20000 10
151 11849 2000 20000 10
152 11594 2000 20000 10
153 11991 2000 20000 10
154 11872 2000 20000 10
155 11691 2000 20000 10
156 11763 2000 20000 10
157 11928 2000 20000 10
158 11616 2000 20000 10
159 11574 2000 20000 10
160 11607 2000 20000 10
161 11688 2000 20000 10
162 11540 2000 20000 10
163 11634 2000 20000 10
164 11696 2000 20000 10
165 11554 2000 20000 10
166 11587 2000 20000 10
167 11216 2000 20000 10
168 11846 2000 20000 10
169 12088 2000 20000 10
170 11510 2000 20000 10
171 12054 2000 20000 10
172 11462 2000 20000 10
173 11050 2000 20000 10
174 11285 2000 20000 10
175 11594 2000 20000 10
176 11306 2000 20000 10
177 11296 2000 20000 10
178 11213 2000 20000 10
179 11014 2000 20000 10
180 11391 2000 20000 10
181 11334 2000 20000 10
182 11250 2000 20000 10
183 11156 2000 20000 10
184 11205 2000 20000 10
185 11139 2000 20000 10
186 11000 2000 20000 10
187 10773 2000 20000 10
188 11012 2000 20000 10
189 11026 2000 20000 10
190 10720 2000 20000 10
191 10983 2000 20000 10
192 10971 2000 20000 10
193 11143 2000 20000 10
194 11081 2000 20000 10
195 11068 2000 20000 10
196 11108 2000 20000 10
197 11287 2000 20000 10
198 11153 2000 20000 10
199 10791 2000 20000 10
200 11042 2000 20000 10
201 11014 2000 20000 10
202 11128 2000 20000 10
203 10717 2000 20000 10
204 10687 2000 20000 10
205 10762 2000 20000 10
206 11069 2000 20000 10
207 10704 2000 20000 10
208 10683 2000 20000 10
209 10592 2000 20000 10
210 10666 2000 20000 10
211 11052 2000 20000 10
212 10972 2000 20000 10
213 10828 2000 20000 10
214 10550 2000 20000 10
215 10712 2000 20000 10
216 10834 2000 20000 10
217 10971 2000 20000 10
218 10701 2000 20000 10
219 10851 2000 20000 10
220 10585 2000 20000 10
221 10434 2000 20000 10
222 10550 2000 20000 10
223 10832 2000 20000 10
224 10582 2000 20000 10
225 10744 2000 20000 10
226 10415 2000 20000 10
227 10798 2000 20000 10
228 10744 2000 20000 10
229 10656 2000 20000 10
230 10709 2000 20000 10
231 10743 2000 20000 10
232 10666 2000 20000 10
233 10577 2000 20000 10
234 10680 2000 20000 10
235 10651 2000 20000 10
236 10649 2000 20000 10
237 10590 2000 20000 10
238 10703 2000 20000 10
239 10669 2000 20000 10
240 10278 2000 20000 10
241 10369 2000 20000 10
242 10416 2000 20000 10
243 10625 2000 20000 10
244 10434 2000 20000 10
245 10407 2000 20000 10
246 10488 2000 20000 10
247 10570 2000 20000 10
248 10197 2000 20000 10
249 10207 2000 20000 10
250 10628 2000 20000 10
